Subject,Channel,Mean,Variance,Skewness,Kurtosis,Hjorth_Mobility,Hjorth_Complexity
sub-016,F7,-0.000363509,6.59E-07,-1.564585277,6.349544026,0.185415916,5.464371004
sub-016,F8,-8.70E-05,5.88E-08,-3.639328867,40.90006639,0.048559946,23.61860965
sub-016,T3,0.000120477,8.82E-08,-2.435358069,21.85336678,0.039177918,29.90327718
sub-016,T4,-0.000172402,4.91E-07,-2.374423529,12.93933695,0.048940288,21.31689594
sub-016,T5,-1.28E-05,6.54E-08,-3.387065292,33.6668512,0.044641886,25.88871214
sub-016,T6,5.57E-05,1.44E-07,-0.423988469,18.26437482,0.030533976,36.63108688
sub-016,Fz,4.49E-05,5.61E-08,-4.099142369,46.56766802,0.047582927,24.02083285
sub-016,Cz,-0.000122591,5.82E-08,-3.807843849,41.59187865,0.046726301,24.51790323
sub-016,Pz,0.000119502,6.69E-08,-3.686695446,36.24109858,0.043927916,25.58725835
sub-017,Fp1,-6.72E-05,2.68E-08,-0.425778615,1.246613858,0.069871102,16.35132943
sub-017,Fp2,6.30E-05,4.27E-08,0.034684019,0.298432963,0.055690981,20.31167424
sub-017,F3,-0.000241695,4.98E-08,-1.115122661,1.88603983,0.05172276,22.22003458
sub-017,F4,-4.64E-05,2.19E-08,-0.358023228,1.195566616,0.076950627,14.48122235
sub-017,C3,-6.51E-05,2.34E-08,0.103450857,1.855023167,0.073610329,15.38969979
sub-017,C4,6.94E-05,2.49E-08,0.000979617,2.138923148,0.071112903,15.52298114
sub-017,P3,-0.000110061,4.95E-08,4.996765279,60.49645993,0.050305504,22.33748461
sub-017,P4,9.12E-06,2.46E-08,0.138211609,1.476645541,0.070718653,15.69973995
sub-017,O1,0.000204096,1.61E-07,2.29726257,13.77382663,0.028158198,39.49627063
sub-017,O2,-1.86E-06,7.16E-08,2.443468004,20.13754459,0.042916358,25.82247686
sub-017,F7,-0.000136939,2.59E-08,-0.581271416,1.017530309,0.07623066,15.31066916
sub-017,F8,-0.000106766,3.48E-08,4.549994837,68.35358051,0.066615429,17.17903968
sub-017,T3,-4.07E-05,2.17E-08,-0.486206002,1.796246763,0.078825074,14.68354226
sub-017,T4,-0.00014604,1.14E-07,0.657895433,21.17580018,0.039024405,28.5660193
sub-017,T5,-7.12E-05,2.34E-08,-0.054425807,1.683991919,0.074744021,15.33812142
sub-017,T6,2.61E-05,4.57E-08,0.434332855,0.626343565,0.052797688,20.91078164
sub-017,Fz,-2.29E-06,2.56E-08,0.150055794,1.212940885,0.070420749,16.1037543
sub-017,Cz,-0.000114761,3.49E-08,2.609676148,23.48870244,0.059867897,18.76660109
sub-017,Pz,-0.000114143,2.70E-08,0.100431161,0.812617808,0.067908124,16.20087375
sub-018,Fp1,1.35E-05,1.31E-08,5.530560171,58.27676144,0.074626663,14.60522545
sub-018,Fp2,4.52E-05,7.24E-09,1.055751737,6.742954837,0.116647175,10.05610801
sub-018,F3,-0.000188785,8.46E-09,0.139611152,0.542289507,0.087965155,12.23980522
sub-018,F4,3.82E-06,5.64E-09,0.280679351,0.314479474,0.109911983,9.681974549
sub-018,C3,3.76E-05,4.28E-09,-0.104295496,0.014860551,0.118756487,8.985066704
sub-018,C4,-3.50E-05,4.26E-09,-0.035582981,-0.013263022,0.1191607,8.66924579
sub-018,P3,-4.38E-05,9.19E-09,0.033637431,-0.236203245,0.081762875,12.93686917
sub-018,P4,-3.86E-05,1.44E-08,-0.726039052,1.293183685,0.063834825,16.1870568
sub-018,O1,2.33E-05,2.54E-08,1.476379323,4.449553916,0.049771477,21.37253159
sub-018,O2,0.000212973,2.95E-08,1.480555426,4.8931697,0.046906994,22.97985957
sub-018,F7,-0.000134493,8.79E-09,-0.16734786,0.292673212,0.104459552,10.86983278
sub-018,F8,4.55E-05,4.52E-09,-0.080350254,0.290999738,0.184522182,6.534838871
sub-018,T3,-5.57E-05,6.99E-09,0.061523737,-0.203917856,0.109793842,10.68614261
sub-018,T4,-0.000149097,5.49E-09,0.148416165,0.029640455,0.121410579,8.755235934
sub-018,T5,-1.33E-05,4.33E-09,0.00143098,0.083622281,0.122774654,8.910608594
sub-018,T6,-2.31E-05,4.13E-09,-0.00978836,0.04113769,0.13003961,8.014547851
sub-018,Fz,-3.55E-05,1.64E-08,-0.23929872,0.851525988,0.061054292,17.40438657
sub-018,Cz,-3.41E-05,4.76E-09,-0.013939294,0.005478753,0.113261733,9.1221585
sub-018,Pz,2.48E-05,4.70E-09,-0.003946132,0.029151377,0.112757433,9.108112721
sub-019,Fp1,6.15E-05,1.21E-08,1.215219842,4.520166482,0.099448688,12.19760499
sub-019,Fp2,1.00E-04,1.11E-08,2.037885116,13.86227548,0.102328305,11.57574396
sub-019,F3,-3.92E-06,2.63E-08,-0.276405536,-0.712201069,0.076538381,15.92163287
sub-019,F4,7.95E-05,5.58E-09,0.095288226,-0.05839336,0.149162395,7.934490648
sub-019,C3,0.000122033,4.93E-09,0.0617999,0.016368673,0.147964103,7.906077226
sub-019,C4,-0.000126851,5.05E-09,-0.019870711,0.002558352,0.145004813,7.902228434
sub-019,P3,7.70E-05,1.41E-08,0.129544777,-0.66563456,0.086469558,13.53686582
sub-019,P4,0.000179799,2.08E-08,-0.011780964,-0.170240666,0.070483307,16.24787209
sub-019,O1,-5.43E-05,3.31E-08,-0.313883811,-0.262226932,0.057084959,20.11413855
sub-019,O2,-0.00037488,2.18E-08,0.111597434,-0.665364729,0.070291515,16.16863311
sub-019,F7,7.55E-05,4.85E-08,2.299742481,8.385516711,0.085915675,14.34907626
sub-019,F8,3.03E-05,7.27E-09,0.77274593,3.229820965,0.142768561,8.341829092
sub-019,T3,0.000214273,5.24E-09,-0.028407444,0.08387253,0.172093942,7.169998491
sub-019,T4,-4.69E-05,1.30E-08,-0.063739412,-0.590688673,0.134159462,8.703037039
sub-019,T5,0.000147312,5.25E-09,0.009388958,0.133730261,0.145231701,8.091064512
sub-019,T6,6.99E-05,5.66E-09,0.030910575,0.161603566,0.14013789,8.168314197
sub-019,Fz,-9.46E-05,8.15E-09,-0.389845078,0.179822451,0.112780976,10.30119339
sub-019,Cz,6.48E-05,4.81E-09,0.04145823,0.23360821,0.145661635,7.985111718
sub-019,Pz,6.84E-05,8.12E-09,0.035351901,-0.064778101,0.112748363,10.1168062
sub-020,Fp1,-9.58E-06,3.88E-08,-1.074228518,1.222986066,0.059781374,20.710248
sub-020,Fp2,2.65E-05,2.38E-08,-0.730369132,1.489593393,0.071382881,16.22987687
sub-020,F3,-6.92E-05,5.67E-08,-0.908999961,0.355252323,0.042556359,26.79369846
sub-020,F4,-0.000190401,5.60E-08,-0.715187828,0.214758888,0.042229539,26.99513722
sub-020,C3,4.22E-05,4.38E-09,0.094138254,0.161199568,0.14074232,7.737134117
sub-020,C4,-4.34E-05,4.13E-09,-0.093320397,0.109590552,0.143873357,7.677717142
sub-020,P3,-5.41E-05,2.89E-08,-0.864735805,-0.172945125,0.053144778,20.39924703
sub-020,P4,-4.52E-05,1.09E-08,-0.190155701,0.879871809,0.086319825,12.68684914
sub-020,O1,4.57E-05,1.29E-08,0.769974409,0.51825669,0.081186704,13.54997995
sub-020,O2,-4.54E-05,6.10E-09,0.266034551,0.392040639,0.117839102,9.392379848
sub-020,F7,1.24E-05,1.19E-07,-0.092852672,0.423655905,0.044978493,28.08981764
sub-020,F8,-9.70E-06,6.82E-08,-0.543754288,-0.140741095,0.043235907,27.62253994
sub-020,T3,2.84E-05,1.55E-08,-0.017098033,-0.156188351,0.096996474,12.45304383
sub-020,T4,-1.48E-05,3.04E-08,-0.487738507,-0.217901691,0.066282208,17.8019587
sub-020,T5,-4.52E-05,7.15E-09,-0.006478731,-0.012981908,0.115926939,9.542409965
sub-020,T6,8.63E-05,8.10E-09,0.29058141,0.215149546,0.105807468,10.51713249
sub-020,Fz,-9.62E-05,3.88E-08,-0.865893595,0.083360896,0.047751923,22.80813529
sub-020,Cz,1.31E-05,4.68E-09,-0.234225851,0.26351395,0.132902435,8.080616888
sub-020,Pz,-6.37E-05,5.13E-09,-0.197374351,-0.055661428,0.124502712,8.791971336
sub-021,Fp1,-0.00021767,1.39E-08,-0.361872083,0.415017549,0.073328984,14.71191546
sub-021,Fp2,-6.20E-05,5.90E-09,-0.005492299,0.203882402,0.116538138,9.241696359
sub-021,F3,4.35E-05,4.34E-09,0.005838266,-0.063721571,0.123266476,8.823492619
sub-021,F4,-5.62E-05,4.96E-09,-0.089693952,-0.183813907,0.122800682,8.819167422
sub-021,C3,-2.05E-05,3.88E-09,-0.00287388,-0.107289867,0.128158204,8.41797724
sub-021,C4,2.05E-05,3.73E-09,-0.071594188,0.027930335,0.128202136,8.333906771
sub-021,P3,0.000298717,2.36E-08,0.181278583,-0.811931044,0.054596451,19.72602257
sub-021,P4,0.000136364,9.63E-09,-0.289256867,0.061266252,0.081619501,13.16425433
sub-021,O1,0.000197393,3.28E-08,0.583985571,0.464505037,0.050904578,21.65311293
sub-021,O2,0.000186001,2.60E-08,1.410933039,1.393260136,0.055077564,20.06346589
sub-021,F7,-9.31E-06,1.51E-08,-0.747879224,1.493887025,0.075092599,15.03669736
sub-021,F8,-5.06E-05,5.23E-09,0.008526396,0.145479419,0.145150714,7.8889448
sub-021,T3,3.23E-05,4.14E-09,-0.039979874,-0.133272377,0.132606605,8.358255492
sub-021,T4,8.67E-06,5.11E-09,-0.097621577,-0.118004784,0.124364978,8.78533065
sub-021,T5,4.18E-05,5.90E-09,0.189767819,0.015460019,0.119887093,9.105042178
sub-021,T6,0.000211665,6.91E-08,1.891928259,3.463272583,0.034189027,32.30811774
sub-021,Fz,2.60E-05,4.07E-09,-0.006617206,-0.065536519,0.125314467,8.624036549
sub-021,Cz,-7.50E-05,6.11E-09,-0.042456738,-0.241286019,0.101418807,10.58585915
sub-021,Pz,7.38E-05,1.33E-08,0.639994229,0.170674026,0.068209224,15.93667893
sub-022,Fp1,-4.57E-05,8.48E-08,5.569998885,59.98710277,0.043318686,24.97631147
sub-022,Fp2,-3.90E-05,1.02E-07,6.8688496,64.14657793,0.038970516,27.91975974
sub-022,F3,2.65E-05,1.71E-08,2.08041576,11.00773026,0.09514646,11.23466296
sub-022,F4,1.47E-05,1.55E-08,2.254062847,8.252561464,0.098986515,10.84808126
sub-022,C3,-5.27E-05,1.05E-08,0.86582506,3.879351951,0.117455252,9.001437901
sub-022,C4,5.10E-05,1.07E-08,-1.08414302,4.261518163,0.115832309,9.019757951
sub-022,P3,-4.01E-05,1.69E-08,-0.883185224,2.623499231,0.092412799,11.52261062
sub-022,P4,-2.64E-05,1.78E-07,-1.815416876,9.026803619,0.028559338,37.57994457
sub-022,O1,-0.000181102,2.48E-07,-1.882219209,10.08638947,0.024660093,43.19395286
sub-022,O2,6.33E-05,3.59E-07,-0.29699467,3.238174548,0.020129456,53.71303197
sub-022,F7,-5.84E-05,1.75E-08,0.97670787,1.404060801,0.1174838,9.596804009
sub-022,F8,-6.85E-05,1.74E-07,-0.977400332,26.86019412,0.432577714,2.473613553
sub-022,T3,-9.36E-06,2.47E-08,1.223787081,4.663130874,0.079132401,13.50871543
sub-022,T4,9.84E-05,2.35E-07,-0.192318042,7.271384693,0.026931886,40.0032006
sub-022,T5,8.71E-05,4.30E-07,-2.634787084,13.16093027,0.018639554,57.55064826
sub-022,T6,6.05E-05,4.49E-07,-1.610196478,9.693899072,0.018037123,60.63612577
sub-022,Fz,-2.72E-05,2.02E-08,1.199009635,8.922317998,0.083130119,12.79239898
sub-022,Cz,-1.54E-05,7.22E-09,0.543400433,1.95790952,0.13841379,7.632926474
sub-022,Pz,9.89E-05,1.81E-08,-0.418454982,1.06546184,0.089352021,11.84089462
sub-023,Fp1,-1.00E-04,1.32E-08,-1.547672091,66.20051845,0.133829066,8.584531446
sub-023,Fp2,-2.24E-05,1.38E-08,-1.872431365,68.66812153,0.130002857,8.685208129
sub-023,F3,-4.69E-05,8.94E-09,-2.6250014,148.9378415,0.166034664,7.091737971
sub-023,F4,-4.66E-05,2.16E-08,-0.594046431,26.13234256,0.107350029,10.89625846
sub-023,C3,2.43E-05,8.39E-09,-2.818883295,182.2719232,0.152073416,6.993905466
sub-023,C4,-3.13E-05,8.26E-09,8.825650981,268.6316509,0.154219688,6.669915141
sub-023,P3,-3.45E-05,9.62E-09,-2.131824916,123.7437298,0.139151419,7.541342149
sub-023,P4,-0.000316745,2.92E-07,-3.71067213,18.90835257,0.030294366,32.27700769
sub-023,O1,2.64E-05,5.73E-08,4.514547124,56.8153888,0.058637503,17.69517571
sub-023,O2,-1.97E-05,6.02E-07,2.427689189,8.749069507,0.254395953,3.975307384
sub-023,F7,-0.000115071,9.10E-09,-2.314107151,144.2684477,0.208858425,6.199168389
sub-023,F8,-2.70E-05,1.14E-08,0.548793847,170.6520452,0.180735674,6.96319417
sub-023,T3,-6.46E-07,8.64E-09,-2.583544627,162.9900158,0.208880462,6.074212368
sub-023,T4,1.59E-05,9.19E-09,-2.531527226,144.3773057,0.229151591,5.429129534
sub-023,T5,2.99E-05,9.52E-09,-2.125728433,141.6637547,0.146646579,7.393588542
sub-023,T6,3.85E-05,8.86E-08,4.552307408,35.0048564,0.050606265,19.92731043
sub-023,Fz,0.000133156,1.76E-08,-0.074025008,40.73608033,0.103334154,10.03222081
sub-023,Cz,-7.82E-05,8.30E-09,-2.61982642,174.7402493,0.145343709,7.037420147
sub-023,Pz,9.25E-05,2.04E-08,-1.539096775,36.13565969,0.094144022,10.8668489
sub-024,Fp1,-8.87E-06,6.40E-09,0.304088569,0.397796896,0.120823684,10.52333724
sub-024,Fp2,-0.000169525,1.65E-08,0.021343264,-0.262486076,0.071406922,18.03347072
sub-024,F3,-3.12E-05,4.57E-09,0.09424511,-0.123182937,0.132848636,9.651747382
sub-024,F4,-4.13E-05,5.13E-09,0.039217203,-0.195848203,0.123277661,10.13967271
sub-024,C3,-4.07E-05,4.18E-09,0.057206434,0.160878166,0.137921852,9.369252733
sub-024,C4,3.65E-05,4.18E-09,-0.011241214,0.127568325,0.137840925,9.022696129
sub-024,P3,-5.65E-06,4.95E-09,-0.298441434,0.406411541,0.12768232,10.13965344
sub-024,P4,-0.00011205,4.99E-09,-0.053093582,0.146790977,0.125989919,9.7994683
sub-024,O1,2.59E-05,5.61E-09,0.088710027,-0.017645649,0.122864195,10.07376606
sub-024,O2,-3.71E-05,5.66E-08,-0.86107222,0.80824323,0.037618532,33.11294126
sub-024,F7,-6.22E-05,5.41E-09,0.038414007,-0.104693278,0.121828623,10.69688516
sub-024,F8,-6.19E-05,5.05E-09,0.137852603,-0.151751177,0.126745125,9.797693351
sub-024,T3,-7.04E-06,4.27E-09,0.061744978,0.009942054,0.139433118,9.237976613
sub-024,T4,-3.37E-05,6.65E-09,-0.172231876,0.384413111,0.111002868,11.06073636
sub-024,T5,7.66E-06,4.76E-09,0.05792358,0.000571225,0.133246812,9.694455902
sub-024,T6,-4.32E-05,5.63E-09,0.005300445,-0.180501755,0.121377625,10.24275875
sub-024,Fz,-2.94E-05,7.27E-09,-0.059728841,-0.12463515,0.10495356,12.38716226
sub-024,Cz,-4.11E-05,4.15E-09,0.060058363,0.021613497,0.138307814,9.327328277
sub-024,Pz,3.89E-05,4.65E-09,0.034799441,0.257950189,0.132233637,9.351405652
sub-025,Fp1,-0.000198307,4.51E-08,5.308154971,70.23341063,0.08479979,16.9146519
sub-025,Fp2,-5.92E-05,7.84E-08,5.933305865,70.13287585,0.064039709,22.3456049
sub-025,F3,8.33E-05,1.86E-08,-2.855003833,17.77348293,0.131766349,10.76502073
sub-025,F4,0.000454785,1.13E-07,0.551448629,2.189851527,0.060390784,23.49671955
sub-025,C3,2.73E-05,1.22E-08,-4.118887562,29.69320065,0.138569514,10.13917163
sub-025,C4,-5.40E-05,1.04E-08,-3.676639995,26.44028526,0.149208295,9.265562783
sub-025,P3,5.04E-05,1.90E-08,-1.141987917,5.585529194,0.107900332,13.04947815
sub-025,P4,3.73E-05,2.57E-08,-1.133542411,2.654934327,0.095255941,14.51331677
sub-025,O1,0.000185689,3.46E-08,-0.495967382,3.314466525,0.085601655,16.15691265
sub-025,O2,-0.000257871,3.68E-08,-0.460581711,0.598782071,0.083687855,16.38727915
sub-025,F7,-9.25E-05,1.51E-08,-2.144442878,12.04120255,0.213371755,6.438341275
sub-025,F8,-0.000131914,2.06E-08,-0.924860766,3.903580868,0.173906332,8.119435032
sub-025,T3,-2.50E-05,1.26E-08,-3.121945721,20.97242976,0.23108418,5.764129431
sub-025,T4,6.33E-05,1.54E-08,-2.610396957,14.87111958,0.175026368,7.681368445
sub-025,T5,6.00E-05,2.55E-08,-1.812674702,9.529481458,0.108751617,12.84727031
sub-025,T6,-2.88E-05,1.18E-08,-2.935071842,19.1076751,0.152496317,9.063401643
sub-025,Fz,3.69E-05,1.32E-08,-2.621009452,16.73499674,0.126333902,11.22307706
sub-025,Cz,3.96E-05,1.32E-08,-3.073896621,19.63344026,0.122680126,11.44764026
sub-025,Pz,-3.42E-05,2.43E-08,-0.671793308,8.406058046,0.09451636,14.63772503
sub-026,Fp1,-0.000128345,1.29E-08,0.80276065,2.887319112,0.239373773,5.776657699
sub-026,Fp2,-1.13E-05,2.23E-08,0.848023445,3.704635056,0.181940286,7.697833462
sub-026,F3,6.81E-05,5.42E-09,-0.091820169,0.172140354,0.370465896,3.723974524
sub-026,F4,-5.48E-05,7.91E-09,0.155096873,0.322378408,0.373801019,3.796269082
sub-026,C3,1.32E-05,4.71E-09,-0.024930865,0.141643138,0.314533192,4.166504177
sub-026,C4,-1.21E-05,4.70E-09,0.006138246,0.334125882,0.317687,4.081853064
sub-026,P3,-6.81E-05,7.24E-09,-0.01785211,0.407031651,0.234729696,5.53246926
sub-026,P4,-2.22E-05,3.10E-08,-0.485548565,0.738740067,0.113033899,11.24868044
sub-026,O1,-5.46E-05,5.46E-08,3.124084995,16.86779449,0.096851023,13.37911383
sub-026,O2,-0.000738234,1.07E-07,3.179675741,20.11290531,0.069566191,18.45292296
sub-026,F7,-1.56E-07,8.05E-09,-0.187892381,2.86867964,0.62035878,2.272392446
sub-026,F8,-5.09E-06,1.13E-08,-0.534748935,1.864400181,0.422709571,3.387412966
sub-026,T3,1.34E-05,6.00E-09,-0.318240754,1.765263413,0.357033909,3.736944922
sub-026,T4,-3.71E-05,6.92E-09,-0.831466196,3.631117039,0.34014675,3.809975882
sub-026,T5,4.28E-05,1.65E-08,1.120350433,4.011090305,0.168745817,7.712879355
sub-026,T6,-2.04E-05,9.75E-09,0.435403504,1.700841739,0.222101128,5.792504796
sub-026,Fz,-0.000125993,5.16E-09,-0.001430374,0.191093726,0.259871103,4.927306729
sub-026,Cz,3.62E-05,9.64E-09,0.277946728,-0.283336911,0.188458005,6.758008459
sub-026,Pz,-0.000209152,2.76E-08,-0.493578947,0.055069144,0.122981489,10.36618768
sub-027,Fp1,4.46E-05,1.78E-08,7.654967623,169.5727584,0.087338152,13.16639603
sub-027,Fp2,-5.49E-06,1.46E-08,3.65590415,34.84953564,0.104538795,11.4134422
sub-027,F3,2.74E-05,6.54E-09,1.044213643,15.06615976,0.142205414,8.214926443
sub-027,F4,7.40E-05,7.68E-09,0.196534489,5.461324846,0.149076941,8.004181936
sub-027,C3,3.87E-05,4.78E-09,1.24451285,21.7916045,0.163419119,7.127117043
sub-027,C4,-4.71E-05,4.60E-09,1.166863483,20.3914536,0.167878884,6.817970422
sub-027,P3,1.51E-05,4.81E-09,1.256858369,21.27728866,0.16262268,7.138697464
sub-027,P4,1.18E-05,9.49E-09,0.11821754,3.342542533,0.113801178,10.02376022
sub-027,O1,5.01E-05,7.03E-09,0.977086207,10.0370099,0.136680147,8.439663517
sub-027,O2,0.000228362,4.77E-08,0.356385441,-0.833688444,0.052248111,22.00116888
sub-027,F7,2.61E-05,6.77E-09,1.229942544,17.27136898,0.167397592,6.971308914
sub-027,F8,2.83E-05,1.36E-08,0.423159068,3.125639141,0.141866491,8.633332461
sub-027,T3,1.56E-05,5.31E-09,1.549164542,34.33012577,0.178594143,6.470983046
sub-027,T4,-7.72E-05,6.27E-07,-2.30187951,10.34542461,0.355645472,2.946951828
sub-027,T5,1.35E-05,5.08E-09,1.38602432,23.35043513,0.178171848,6.552755074
sub-027,T6,0.000140488,9.89E-09,0.602325545,6.185430857,0.117406335,9.756505683
sub-027,Fz,-2.66E-05,5.64E-09,2.608585128,100.3219417,0.153685476,7.297801688
sub-027,Cz,2.94E-05,5.38E-09,4.374647809,122.8062798,0.148519955,7.770655711
sub-027,Pz,-8.26E-06,5.14E-09,0.942063496,17.1147833,0.155239142,7.410356441
sub-028,Fp1,5.16E-05,1.70E-08,0.13592313,4.567487408,0.085735947,13.90932105
sub-028,Fp2,-6.47E-05,1.45E-08,1.381280538,5.904959864,0.090515722,13.12434667
sub-028,F3,5.91E-06,5.37E-09,0.253750182,0.493324149,0.146010032,8.218182528
sub-028,F4,-8.47E-05,2.28E-08,0.803134345,0.190726262,0.070831866,16.48515131
sub-028,C3,-2.37E-05,4.18E-09,0.02510162,-0.08666312,0.162165703,7.277018172
sub-028,C4,2.47E-05,3.95E-09,-0.019476924,-0.089966648,0.16875923,6.93580069
sub-028,P3,0.00017767,1.12E-08,-0.783253627,0.836618848,0.100163529,11.85674857
sub-028,P4,-0.000286594,7.36E-09,0.449379867,0.365960818,0.123124453,9.540100426
sub-028,O1,-6.64E-05,6.86E-09,0.08740893,0.603546491,0.130545431,9.044895574
sub-028,O2,4.76E-05,9.71E-09,0.014494067,-0.435590686,0.109796875,10.68097651
sub-028,F7,2.96E-05,5.07E-09,0.175489129,0.112302309,0.152170175,7.896886109
sub-028,F8,-2.07E-05,9.09E-09,0.504709824,0.450409893,0.117967867,10.11222977
sub-028,T3,9.56E-05,6.13E-09,0.085918493,-0.161516832,0.137897796,8.675798551
sub-028,T4,-0.000110402,4.92E-09,0.1110692,-0.065046268,0.157068621,7.505733988
sub-028,T5,1.57E-05,4.31E-09,0.013482205,-0.06893675,0.163481631,7.297860916
sub-028,T6,8.87E-05,5.91E-09,0.331654859,0.149013788,0.138679228,8.471784958
sub-028,Fz,-0.000165237,5.78E-09,0.195862118,-0.064580168,0.138920297,8.519182733
sub-028,Cz,2.47E-05,7.71E-09,-0.026698471,-0.368746784,0.119847327,9.92014335
sub-028,Pz,-4.31E-05,4.65E-09,-0.013356675,-0.208439942,0.155167341,7.560766747
sub-029,Fp1,5.90E-05,7.90E-08,-5.816193583,72.4236276,0.068547084,14.21659392
sub-029,Fp2,-7.97E-05,3.33E-08,-0.551502072,103.219342,0.101180723,9.755266919
sub-029,F3,2.05E-05,4.23E-08,6.833554168,267.6046098,0.090493395,10.84983907
sub-029,F4,4.22E-06,3.43E-08,-0.238753883,104.9862763,0.101662109,9.668450685
sub-029,C3,2.48E-05,2.99E-08,-1.224055225,141.1179409,0.104816025,9.310062509
sub-029,C4,-2.78E-05,3.00E-08,-1.513609092,139.0154503,0.104548072,9.198836473
sub-029,P3,0.000113258,4.44E-08,0.307629838,61.4618571,0.085724894,11.33845779
sub-029,P4,-0.000254067,3.95E-08,-0.99513114,78.01629093,0.090842724,10.6287214
sub-029,O1,-3.70E-05,4.19E-08,0.832770847,76.16769664,0.088734838,10.97442283
sub-029,O2,0.000203242,1.84E-07,0.071515641,3.031195067,0.042825028,22.62880604
sub-029,F7,5.62E-05,4.63E-08,10.64924827,367.6567401,0.086911386,11.60105376
sub-029,F8,0.000670532,7.41E-07,0.294906187,6.221434619,0.165143528,6.544738879
sub-029,T3,3.50E-05,3.03E-08,-1.22369321,135.834619,0.106747563,9.362708555
sub-029,T4,3.26E-05,3.10E-08,-0.484691669,127.8603043,0.10483704,9.439169955
sub-029,T5,-4.40E-05,3.20E-08,-0.683722326,118.5139483,0.101149379,9.64273746
sub-029,T6,0.000129625,3.90E-08,1.309919036,81.71441271,0.092775277,10.38123071
sub-029,Fz,3.44E-05,3.12E-08,-0.783175512,126.375731,0.102570738,9.489986151
sub-029,Cz,-8.04E-05,3.08E-08,-1.282765915,131.4164927,0.10329613,9.429254983
sub-029,Pz,5.15E-05,3.04E-08,-1.01984274,135.9000104,0.103829646,9.352244006
sub-030,Fp1,-9.83E-06,1.03E-07,6.539460904,62.02675924,0.031424701,37.76047535
sub-030,Fp2,-2.13E-05,1.28E-07,5.358049222,49.00405633,0.035018623,33.39010771
sub-030,F3,-3.06E-05,7.91E-09,-0.144480847,3.183275646,0.077143736,15.9848905
sub-030,F4,-6.08E-05,6.34E-09,0.0293148,4.084935483,0.102750306,11.48645102
sub-030,C3,-2.82E-05,5.48E-09,0.092872348,6.38674324,0.083406836,15.21032523
sub-030,C4,3.63E-05,4.83E-09,-0.099052648,6.824196766,0.094954687,12.65524254
sub-030,P3,8.97E-05,1.01E-08,0.229785651,2.278223883,0.077094657,13.78883129
sub-030,P4,-1.43E-05,7.58E-09,0.032128363,2.607817635,0.09052708,12.28203926
sub-030,O1,7.32E-05,9.24E-09,0.799350556,6.949294842,0.095730909,12.09832813
sub-030,O2,0.000672722,1.94E-06,0.103440217,1.173039233,0.033352359,30.77978117
sub-030,F7,1.61E-05,7.44E-09,0.372877253,4.279752131,0.087932067,14.30132032
sub-030,F8,0.000137131,1.72E-08,1.066857644,4.157737606,0.07206506,16.57355248
sub-030,T3,5.92E-05,6.14E-09,-0.173827133,5.899841444,0.085788323,14.66078138
sub-030,T4,-3.21E-05,5.62E-09,-0.140003054,5.629302582,0.123441935,9.51381365
sub-030,T5,-3.20E-05,6.45E-09,0.210447639,4.634116538,0.086431204,14.1550542
sub-030,T6,0.000215486,1.03E-08,0.113230579,1.559340886,0.077263343,14.91687265
sub-030,Fz,6.45E-06,9.06E-09,6.651648413,125.3832635,0.073999266,15.63451212
sub-030,Cz,-1.44E-05,2.94E-08,7.664437851,139.9131516,0.157940518,4.236313583
sub-030,Pz,0.00016931,8.47E-09,3.033852893,39.27580597,0.089186168,11.84613342
sub-031,Fp1,-3.86E-05,1.96E-07,-5.965304649,37.10180109,0.02933784,41.64325614
sub-031,Fp2,-0.000127172,2.08E-07,-6.003103061,37.56178957,0.028629399,42.53619825
sub-031,F3,-5.41E-05,1.98E-07,-6.141080062,38.6726575,0.03050475,40.91436621
sub-031,F4,-9.34E-05,1.99E-07,-5.90529554,37.21595921,0.031299314,38.9959924
sub-031,C3,-6.05E-05,1.90E-07,-6.146367872,38.70915899,0.028435451,43.82205966
sub-031,C4,-8.99E-05,1.99E-07,-6.131918089,38.52217866,0.028097859,42.55970082
sub-031,P3,-6.65E-05,2.27E-07,-5.727666504,34.47258406,0.025321227,47.76381674
sub-031,P4,-0.000127263,1.96E-07,-6.100100324,38.27182171,0.026675117,44.1219998
sub-031,O1,-9.98E-05,1.88E-07,-6.062262623,37.88748062,0.028092443,42.66365747
sub-031,O2,-3.48E-05,3.69E-07,-3.357984155,13.24808598,0.0202395,57.72458999
sub-031,F7,-4.52E-05,1.97E-07,-6.050845678,37.81337806,0.032818455,37.64172812
sub-031,F8,-2.20E-05,1.88E-07,-5.569932355,33.8492843,0.031014198,38.05034206
sub-031,T3,-5.62E-05,1.94E-07,-6.155695144,38.84173351,0.030202641,40.92152186
sub-031,T4,-4.69E-05,1.98E-07,-6.144138912,38.76236027,0.029732962,39.83702175
sub-031,T5,-0.000110374,2.10E-07,-5.97671425,37.25798852,0.027373368,44.74628844
sub-031,T6,-6.99E-07,1.96E-07,-6.03223261,38.08054906,0.028436977,41.2280652
sub-031,Fz,-7.81E-05,1.92E-07,-6.157654157,38.882257,0.028252327,42.58280215
sub-031,Cz,-6.65E-05,1.92E-07,-6.153254088,38.88494235,0.027953418,43.73958701
sub-031,Pz,2.68E-05,1.91E-07,-6.12862479,38.68195697,0.027567339,43.72882344
