Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-022,Fz,3.031967880414302e-10,4.298579526915622e-11,1.3456390684146223e-11,1.6276414057340217e-11,4.239292496922162e-12
sub-022,Cz,2.7505168547444397e-10,3.987915386339909e-11,1.2934752657404772e-11,1.6150551515206955e-11,3.651414418007874e-12
sub-022,Pz,3.433873654840277e-10,5.290702148172704e-11,1.812807857690416e-11,1.9543077173219127e-11,5.5222807205410286e-12
sub-023,Fp1,1.1975228840152691e-09,2.2127635359836164e-10,6.231153508330994e-11,8.197228998038657e-11,2.115025818041088e-11
sub-023,Fp2,1.1817437827176611e-09,2.206558613959096e-10,6.248761736755344e-11,7.880171028110863e-11,2.2128213663170748e-11
sub-023,F3,1.0300596679138073e-09,2.0542405663870597e-10,5.991849898228805e-11,7.31578738952742e-11,1.7726629393620304e-11
sub-023,F4,1.0081074763890132e-09,1.8596328238790122e-10,5.137664668373054e-11,6.139781743148475e-11,1.7204187007478743e-11
sub-023,C3,1.0349810994748464e-09,2.0911106669202237e-10,5.960752694558399e-11,7.068801629062296e-11,1.3755567557903604e-11
sub-023,C4,1.1066529875357377e-09,2.039573379337026e-10,7.681703043100235e-11,5.6066807314263594e-11,1.569775306595945e-11
sub-023,P3,1.0350641909447058e-09,2.090008521703767e-10,6.375295333827577e-11,6.78561525779397e-11,1.3393315976597181e-11
sub-023,P4,2.4097210040667108e-09,6.533332469481986e-10,2.2041719074463775e-10,3.4923504270553594e-10,4.791446764791215e-11
sub-023,O1,1.959352971931688e-09,2.5533304348119435e-10,8.870603409831111e-11,6.855656574813749e-11,1.907162620898313e-11
sub-023,O2,1.0798510114527732e-08,2.6904016769270862e-09,9.35638859151911e-10,7.361144070915991e-10,8.053453180129746e-10
sub-023,F7,1.0352974976838911e-09,1.9651790601334413e-10,5.616835251222036e-11,7.05917381300444e-11,2.348158045113641e-11
sub-023,F8,1.330122508606257e-09,4.042866202461873e-10,1.3327986771091387e-10,1.0582313071801742e-10,2.8452289657142728e-11
sub-023,T3,1.0434301151016909e-09,2.1600005902539601e-10,6.23980066784373e-11,8.07081635919039e-11,2.5701156718440965e-11
sub-023,T4,1.0206732445767168e-09,2.1096935422815003e-10,6.230629435120857e-11,8.862798067868981e-11,4.0053058204239664e-11
sub-023,T5,1.0446390328979322e-09,2.2725167342680027e-10,7.721332743521412e-11,7.592609591964408e-11,1.59924323972533e-11
sub-023,T6,1.7374576244166786e-09,4.4010508993810274e-10,1.595879845241709e-10,1.8927105021807134e-10,2.8462750485302366e-11
sub-023,Fz,1.0238155911017093e-09,2.112293368593773e-10,6.298412167186444e-11,6.948043217662689e-11,1.4110549773421801e-11
sub-023,Cz,1.0177638391466827e-09,2.010226734110631e-10,5.509429416176602e-11,6.631523648438243e-11,1.2170067955670154e-11
sub-023,Pz,1.087967645739707e-09,2.0698924173228128e-10,6.037257700328788e-11,6.414170199307657e-11,1.3010990075686293e-11
sub-024,Fp1,3.8690667396525923e-10,6.433002924891732e-11,1.671112519785731e-11,1.9100792365566655e-11,6.336396561596045e-12
sub-024,Fp2,4.0202626586363194e-10,6.603782587074961e-11,1.595181858161675e-11,1.5780385974425833e-11,3.8751840847744e-12
sub-024,F3,2.818419332702756e-10,4.979534303650721e-11,1.3941961264880093e-11,1.294373143462671e-11,2.2350357307753004e-12
sub-024,F4,2.771390318694652e-10,4.694902814355807e-11,1.3000377820917933e-11,1.2110653388513933e-11,2.1321690502536844e-12
sub-024,C3,2.599177489250759e-10,3.533998186589611e-11,9.589218826264166e-12,9.857229765823279e-12,1.7680022889502e-12
sub-024,C4,2.5534663319367914e-10,3.443250998628614e-11,9.483392321314e-12,9.810994299080724e-12,1.7524565686348834e-12
sub-024,P3,2.624515361753945e-10,3.786341721971492e-11,1.1268878103243571e-11,1.0465963750840535e-11,1.9439052932503702e-12
sub-024,P4,2.631058472870686e-10,3.813200996719106e-11,1.0849636329159332e-11,1.0050244371436346e-11,1.8302642214825917e-12
sub-024,O1,2.6652469705407615e-10,3.919726015556444e-11,1.2956498178371764e-11,1.2292171904071616e-11,3.103963815980721e-12
sub-024,O2,2.6830645673266215e-10,4.068217623459124e-11,1.3131199756589318e-11,1.2338620599590314e-11,3.168921499043427e-12
sub-024,F7,3.284117851563797e-10,6.072689988138794e-11,1.590150054221142e-11,1.4069339934088232e-11,2.503768251899358e-12
sub-024,F8,3.03037827659686e-10,5.525333113753938e-11,1.4467282715953737e-11,1.3509865489992608e-11,2.7609675622556145e-12
sub-024,T3,2.9220265481245517e-10,5.612951761211829e-11,1.4458093515525345e-11,1.2663917302706945e-11,2.4454691652588416e-12
sub-024,T4,2.7628611046264576e-10,4.9720943582180383e-11,1.2959827046220903e-11,1.2383357497940383e-11,2.7244573100383282e-12
sub-024,T5,2.703555160323422e-10,4.723238320287124e-11,1.3845390925368335e-11,1.2892306596157855e-11,2.8607029750393915e-12
sub-024,T6,2.6560766738053436e-10,4.6649804628370756e-11,1.310323455890825e-11,1.2349556589457603e-11,2.7689649583894653e-12
sub-024,Fz,2.774235772765714e-10,4.851965820701947e-11,1.3362261127965611e-11,1.156596712299427e-11,1.874613509607669e-12
sub-024,Cz,2.546134098460562e-10,3.07445646393101e-11,9.296619652827571e-12,1.0204520155420554e-11,1.6591356865810614e-12
sub-024,Pz,2.6006425295990523e-10,3.444539266466602e-11,1.0225216759263303e-11,9.549107336398308e-12,1.8249165671385283e-12
sub-025,Fp1,5.520892746589251e-10,4.516565841855398e-11,2.0611926015312413e-11,2.1377281376971385e-11,1.1812256570371127e-11
sub-025,Fp2,8.296865482642945e-10,4.7073645144299883e-11,2.1349465334292638e-11,1.9968739260014004e-11,1.0523987693112541e-11
sub-025,F3,3.4280032852721574e-10,3.8920282555452273e-11,1.5775132023847184e-11,1.7119501431840962e-11,1.1682198822715722e-11
sub-025,F4,3.620509442084464e-10,4.149219975025827e-11,1.7135231369740953e-11,1.993070254376992e-11,1.4625942469859402e-11
sub-025,C3,3.395382251102747e-10,3.56231272571989e-11,1.0932369923485405e-11,1.358543178384719e-11,6.4593542929420855e-12
sub-025,C4,3.401283420285166e-10,3.588823964320347e-11,1.0995799363465332e-11,1.3240006539525804e-11,6.2574740821051845e-12
sub-025,P3,3.440339004517605e-10,4.768501078961889e-11,3.2311379414698273e-11,1.5054356361900265e-11,5.452790449307326e-12
sub-025,P4,3.480562590315924e-10,5.2836319246433296e-11,4.1062060150330136e-11,1.6413989065577225e-11,6.35179316061616e-12
sub-025,O1,3.628218229145334e-10,8.822959985268543e-11,9.759349315195633e-11,2.2774715781633118e-11,8.6448032643905e-12
sub-025,O2,3.678072753534196e-10,9.172102237579568e-11,1.0398189242283805e-10,2.38473443008441e-11,8.684668596730925e-12
sub-025,F7,3.546694392735111e-10,3.9850429780805344e-11,1.6860304605214813e-11,5.553222960683794e-11,6.05286759208424e-11
sub-025,F8,3.586273910481308e-10,4.023000707058328e-11,1.6714008918359846e-11,4.479075739943173e-11,4.0485013028767006e-11
sub-025,T3,3.4976476588426354e-10,4.1093846860818695e-11,1.7940524989473226e-11,4.717957391729784e-11,5.399757350349176e-11
sub-025,T4,3.5194164766754256e-10,4.2178022749911176e-11,1.856925420196822e-11,3.494081649472337e-11,3.18020888242913e-11
sub-025,T5,3.486758796584442e-10,6.433082510888071e-11,5.338845616245823e-11,2.450810755578371e-11,1.3177115918528216e-11
sub-025,T6,3.4973745606243916e-10,7.277424646792552e-11,6.890890478151337e-11,2.3310701260566606e-11,1.0210985235022862e-11
sub-025,Fz,3.4063664134031435e-10,3.984847383797894e-11,1.7411433647239527e-11,1.3249097593426737e-11,4.125171168189613e-12
sub-025,Cz,3.400598535112309e-10,3.6289111426519174e-11,1.1606923386648182e-11,1.167595849378008e-11,3.427399399735799e-12
sub-025,Pz,3.4467996449805103e-10,4.531062083360347e-11,2.893498082316271e-11,1.3679817201682457e-11,4.992206813047821e-12
sub-026,Fp1,5.762260672149509e-10,8.399558166439466e-11,2.0036814968395202e-11,4.118492177467368e-11,4.8366147687766845e-11
sub-026,Fp2,7.139971955022454e-10,9.444549167776051e-11,2.0147591976979472e-11,4.066554046898416e-11,4.6631274039608565e-11
sub-026,F3,2.8746206926643956e-10,4.052224507121766e-11,1.13800080785493e-11,3.578947155407373e-11,4.3898625813110186e-11
sub-026,F4,3.047152626809386e-10,4.168331313996825e-11,1.2387114551545544e-11,5.192000791388263e-11,6.755259125748725e-11
sub-026,C3,2.6530040742093514e-10,3.0043743304239236e-11,9.213473292667648e-12,2.483303127317698e-11,2.8768045961780825e-11
sub-026,C4,2.6545337933472635e-10,2.9963974590840105e-11,9.190784679051569e-12,2.4894553334709696e-11,2.946872532409069e-11
sub-026,P3,2.8471520641956406e-10,3.432923782111543e-11,1.0484411959733056e-11,2.3102905812306108e-11,2.4843021264048373e-11
sub-026,P4,2.805742719033054e-10,3.5537980714058065e-11,1.0757844019099162e-11,2.4495916851609166e-11,2.7720910924327018e-11
sub-026,O1,3.4432250154171047e-10,4.2709453064175885e-11,1.5155316827828017e-11,3.710564797557276e-11,4.267266881576304e-11
sub-026,O2,4.1746300306504884e-10,4.826758512965054e-11,1.6495253987766617e-11,3.8937383428733345e-11,4.44563508727685e-11
sub-026,F7,3.390588867194859e-10,5.447173484823509e-11,2.3078515084512205e-11,1.8215044863771927e-10,2.534893431770199e-10
sub-026,F8,4.02630064894933e-10,5.4449168672128736e-11,1.8128163974826897e-11,9.217530884665614e-11,1.4684241333304088e-10
sub-026,T3,2.9453391338155344e-10,3.7589820332497677e-11,1.331027684705639e-11,6.036671361177529e-11,6.659321352237751e-11
sub-026,T4,3.092394342426342e-10,3.9603024811411925e-11,1.3961914827636855e-11,6.7554428237192e-11,9.73435922541268e-11
sub-026,T5,2.9413064423925256e-10,3.623782958653762e-11,1.1643032504366752e-11,3.303694612286549e-11,3.6126121089999085e-11
sub-026,T6,2.9832911638735563e-10,4.615920903603446e-11,1.420557932937731e-11,3.369577224649034e-11,3.874892334779457e-11
sub-026,Fz,2.807464395223601e-10,3.7637262329770293e-11,1.056662657220419e-11,2.0777739129042394e-11,2.0477641254551704e-11
sub-026,Cz,2.680281743917109e-10,3.0874982957407055e-11,1.0328180370654192e-11,2.0962889576121876e-11,2.0724779847601553e-11
sub-026,Pz,2.8228796367053195e-10,3.381097841142753e-11,1.0522000597689131e-11,2.4285454581991345e-11,2.8052374679284906e-11
sub-027,Fp1,1.722102452599409e-09,9.845085047527462e-11,2.5131367108693612e-11,4.317140579297135e-11,1.3460337260075757e-11
sub-027,Fp2,7.596817699545691e-10,8.817778926318483e-11,2.1387608456645537e-11,2.8176495817845316e-11,1.4012040715191155e-11
sub-027,F3,6.082798796434657e-10,8.523336256775774e-11,1.836868482353452e-11,2.2529769100741908e-11,8.534422314822938e-12
sub-027,F4,5.826077655245906e-10,7.92987449716887e-11,1.825458760807348e-11,2.4402091932513727e-11,1.301201244067808e-11
sub-027,C3,4.669943171222617e-10,4.83987187965002e-11,1.5479709792498294e-11,1.9909584226386788e-11,7.2215590238505845e-12
sub-027,C4,4.733387033413228e-10,4.846205073040958e-11,1.6124161212697044e-11,1.99211958939453e-11,7.603122912061744e-12
sub-027,P3,4.902996000136727e-10,5.693675812730636e-11,1.785740734415622e-11,2.048835208601501e-11,7.073568256202821e-12
sub-027,P4,5.088382772779039e-10,6.040246670882803e-11,1.7131262501550765e-11,1.8645577740465396e-11,5.393816364000328e-12
sub-027,O1,5.152394871800251e-10,6.885664377036224e-11,2.2739357925552367e-11,2.356270465472368e-11,7.523850912225032e-12
sub-027,O2,5.441530210302791e-10,7.334967672530137e-11,2.2057970839080708e-11,2.294336014328692e-11,7.539801834758534e-12
sub-027,F7,6.21846681379665e-10,7.937402474499178e-11,2.399205852668534e-11,3.7538066289216595e-11,2.6326689567515128e-11
sub-027,F8,6.425679550150607e-10,8.629934997664412e-11,2.2011237846544022e-11,4.154787402992714e-11,3.388885823161518e-11
sub-027,T3,5.343577286881728e-10,6.510007664120031e-11,2.2590306917410203e-11,3.5693176658406816e-11,2.0718230388584565e-11
sub-027,T4,3.390798605257024e-09,4.671752740955982e-10,2.2130064849018574e-10,3.929981155603421e-10,2.982086801148688e-10
sub-027,T5,5.119750062306333e-10,6.123590771324852e-11,1.9594066156997622e-11,2.6196200673054632e-11,1.4236258304556163e-11
sub-027,T6,5.273824618743878e-10,6.864976104722577e-11,2.0032371318465595e-11,2.274616986933973e-11,9.102855078927213e-12
sub-027,Fz,6.257533516058475e-10,1.2248467050202757e-10,3.812745264668476e-11,3.163092620305942e-11,2.2329342800447438e-11
sub-027,Cz,6.42403187414749e-10,6.647144757961544e-11,2.247886217845453e-11,2.854721194405651e-11,6.841838486699782e-12
sub-027,Pz,5.062538112943053e-10,5.988274067998171e-11,1.7604558172929794e-11,1.939406561020642e-11,6.119613434882443e-12
sub-028,Fp1,4.3370437155472235e-10,5.856514772689616e-11,1.4671585466213443e-11,1.5736886819000482e-11,5.002919332766241e-12
sub-028,Fp2,4.137646896537896e-10,5.572153945564967e-11,1.4307628916293243e-11,1.439432207818588e-11,3.5505599390405222e-12
sub-028,F3,2.5926252326214e-10,4.3992691501555126e-11,1.1472145182932199e-11,1.1653498110476593e-11,2.3216604940815574e-12
sub-028,F4,2.5711918652794365e-10,3.8870510396902365e-11,1.1263778505755193e-11,1.1756856215917242e-11,2.333218391518678e-12
sub-028,C3,2.376570024082275e-10,3.0916448311725366e-11,8.529047308037474e-12,8.769739285544596e-12,1.5398727470374586e-12
sub-028,C4,2.386983276105991e-10,3.0997692821433434e-11,8.798238868688105e-12,9.543750625080428e-12,1.826781820081286e-12
sub-028,P3,2.449465531725647e-10,3.4370687207508024e-11,1.0534688728047197e-11,1.0534743602937177e-11,2.0186032860480676e-12
sub-028,P4,2.4482956630389555e-10,3.217405899564792e-11,9.186530167853281e-12,9.617005728654755e-12,1.8280645276715502e-12
sub-028,O1,2.5076189398711324e-10,3.5541801357386395e-11,1.1752966080254177e-11,1.1936004091334109e-11,3.079295941528098e-12
sub-028,O2,2.4369269637528886e-10,3.2592901721495696e-11,1.0357856635626104e-11,1.0921155720808406e-11,2.753574193028252e-12
sub-028,F7,2.769311921360856e-10,5.283784272301581e-11,1.3161308753965821e-11,1.2791138562583162e-11,2.9675861466779103e-12
sub-028,F8,2.804758648602638e-10,4.7344320668659314e-11,1.2860256813493213e-11,1.3237028389139895e-11,3.621786175512103e-12
sub-028,T3,2.600668755207006e-10,4.869552883424079e-11,1.2549537663501013e-11,1.1984152342618455e-11,2.7032113029575117e-12
sub-028,T4,2.469726262856483e-10,3.844722470850949e-11,1.071541667922932e-11,1.1252288575044636e-11,3.0624444823904333e-12
sub-028,T5,2.4395587924723313e-10,3.89468258122302e-11,1.1445927061093981e-11,1.1637890139345083e-11,2.6623857781425734e-12
sub-028,T6,2.43856969791073e-10,3.4650936101680875e-11,1.0505811634059112e-11,1.0734166291891186e-11,2.2744622896089496e-12
sub-028,Fz,2.6138497289199495e-10,4.1580415682454276e-11,1.1312450017484283e-11,1.0981391639160434e-11,1.9311579359758463e-12
sub-028,Cz,2.3807606180834456e-10,2.870016494335864e-11,8.892936579496687e-12,1.0252235620202143e-11,1.7114214674308786e-12
sub-028,Pz,2.3917458290803435e-10,2.959986884072658e-11,9.031351935995682e-12,9.377033522667625e-12,1.836535737190117e-12
sub-029,Fp1,7.896458935205825e-09,1.1918882762865158e-09,1.1507861622622864e-10,1.5517323300202222e-10,3.626202630117996e-11
sub-029,Fp2,6.794310977906844e-09,5.194091718516844e-10,1.4291464554247152e-10,1.1448591392687605e-10,2.4460679180153016e-11
sub-029,F3,1.0177945145086903e-08,8.600709698309251e-10,2.3214891255466507e-10,1.3118503248120546e-10,2.3500966071633393e-11
sub-029,F4,6.935635032534335e-09,5.531772340164944e-10,1.4714345162725029e-10,1.206306520354535e-10,2.5781766715036207e-11
sub-029,C3,6.980511590218915e-09,5.54952051931204e-10,1.464108788618696e-10,1.1374343826565978e-10,1.969765887993483e-11
sub-029,C4,6.923115239354141e-09,5.420308846465925e-10,1.436298833987109e-10,1.1302671255571367e-10,1.9866853590399953e-11
sub-029,P3,6.897648669349479e-09,5.484610405014872e-10,1.4590324238822425e-10,1.1342005885466527e-10,1.9978917316371155e-11
sub-029,P4,6.881126459294549e-09,5.418625013902801e-10,1.446855094719952e-10,1.1312771702215118e-10,2.0042380614946288e-11
sub-029,O1,6.8946318470975225e-09,5.470322273491184e-10,1.4817346295456117e-10,1.1569740609002844e-10,2.120951994683159e-11
sub-029,O2,6.812832133812544e-09,5.288364209987598e-10,1.4649892714464503e-10,1.139990093325038e-10,2.1888611437694114e-11
sub-029,F7,8.574457425028272e-09,4.601923418304419e-10,1.4049421641751e-10,1.2721335718085961e-10,2.3301977851118102e-11
sub-029,F8,1.2108689429610333e-08,1.7583503744262048e-09,5.798798001577751e-10,7.699121247519484e-10,7.598715893390458e-10
sub-029,T3,6.964246090913394e-09,5.59640375405468e-10,1.4678832417283068e-10,1.1621676412754388e-10,2.1835096069602113e-11
sub-029,T4,6.9087772469852775e-09,5.561262297018052e-10,1.4558951897691633e-10,1.1625569239067115e-10,2.1904957905037074e-11
sub-029,T5,6.8624602824818085e-09,5.451076587110464e-10,1.457106026944687e-10,1.1294871917528133e-10,2.025378204737023e-11
sub-029,T6,6.8745971351562134e-09,5.426852207593521e-10,1.4561445049441728e-10,1.1340862497590705e-10,2.1010275413444384e-11
sub-029,Fz,6.932636928297319e-09,5.505659553814319e-10,1.4518238301211408e-10,1.1311178811505326e-10,1.9978950344066367e-11
sub-029,Cz,6.929895295108928e-09,5.429636017097894e-10,1.4552064590749583e-10,1.1513608970229504e-10,1.9830833144004568e-11
sub-029,Pz,6.966490835187089e-09,5.571295781400183e-10,1.470770093737818e-10,1.156485955746001e-10,2.0082768714777464e-11
sub-030,Fp1,1.1329160994590781e-09,1.1848879415653487e-10,2.8093185487096296e-11,4.141508333756901e-11,2.4613533186983926e-11
sub-030,Fp2,1.086020222937123e-09,1.0988359408843277e-10,2.579694288342305e-11,6.522666782805909e-11,4.090990007725141e-11
sub-030,F3,6.314185517730287e-10,9.66183530051308e-11,2.1971423367245794e-11,1.808739754992959e-11,5.056174785822601e-12
sub-030,F4,5.263640326787287e-10,8.033479247015237e-11,1.9606187540947463e-11,2.8112313938118568e-11,1.1020262443515545e-11
sub-030,C3,4.2900081488982743e-10,5.1319861986724786e-11,1.4902389933463163e-11,1.2836606787727354e-11,2.7410385161965617e-12
sub-030,C4,4.1893648619463845e-10,5.0624867617516106e-11,1.4878382389726476e-11,1.2571271249538907e-11,2.750548978945284e-12
sub-030,P3,4.3652133471542946e-10,5.715710030905766e-11,1.5898506815635283e-11,1.3378318093216426e-11,3.5911259152280646e-12
sub-030,P4,4.639901169395966e-10,6.13872858312756e-11,1.8152514870532e-11,1.8834703407633228e-11,8.787907103862222e-12
sub-030,O1,4.782471272705291e-10,7.036142648239577e-11,2.1080701867150594e-11,2.690682345914079e-11,1.741610789267459e-11
sub-030,O2,2.742736033991199e-08,4.646059472455764e-09,2.0580799796762865e-09,3.111970833338524e-09,1.403662934848366e-09
sub-030,F7,7.247661557625984e-10,1.1806719778311075e-10,3.0223089089993993e-11,2.1607721181184614e-11,7.872609250896785e-12
sub-030,F8,5.795116787073322e-10,9.608874936744351e-11,2.4914013636196798e-11,2.4880533791985163e-11,1.3806574974586666e-11
sub-030,T3,6.647616759921547e-10,1.0520418158665855e-10,2.5807404544380453e-11,1.7391640651117294e-11,3.839786489926045e-12
sub-030,T4,5.179049918355579e-10,7.769508493006175e-11,2.1321427840271576e-11,2.103146269210875e-11,1.1306381481635449e-11
sub-030,T5,5.364078127207956e-10,8.216752531129183e-11,2.285205278909282e-11,1.783752261510696e-11,5.799591893202921e-12
sub-030,T6,4.781697099135727e-10,6.508940214067164e-11,1.9327044459027863e-11,2.0605396214048893e-11,1.0205226938068006e-11
sub-030,Fz,9.481869995758597e-10,1.5383329371810613e-10,3.5191261638951426e-11,4.015478573166876e-11,1.0747486645826404e-11
sub-030,Cz,9.792884772450347e-10,7.264583981277987e-11,2.0217850447907172e-11,2.613780388452731e-11,9.788762675103189e-12
sub-030,Pz,5.708040442082856e-10,6.621296044941462e-11,1.7558465773367426e-11,1.7849429767633885e-11,7.094145124404909e-12
sub-031,Fp1,9.661540032192453e-10,1.1404419861680486e-10,4.1587214375932356e-11,5.656003077283136e-11,2.059291227408384e-11
sub-031,Fp2,9.897644084085125e-10,1.1610589261483375e-10,4.209024337895404e-11,5.835938706891929e-11,2.120494461561032e-11
sub-031,F3,9.230774552280526e-10,1.0857528341082041e-10,3.8352778219831645e-11,5.0887621731796634e-11,1.9551664759711908e-11
sub-031,F4,9.716853161955323e-10,1.0917117262221526e-10,3.905272750174355e-11,5.381835000495357e-11,1.9859580277066967e-11
sub-031,C3,9.221822722204596e-10,1.0615354000391464e-10,3.637849185340821e-11,4.9300693589586824e-11,1.801890241614896e-11
sub-031,C4,9.298155818267619e-10,1.073903020579998e-10,3.73519457436895e-11,5.0224347605890913e-11,1.809566551663858e-11
sub-031,P3,8.738317508276275e-10,1.0577910313122251e-10,4.186869360808118e-11,4.8201339699298254e-11,1.576892620885484e-11
sub-031,P4,9.296374050057923e-10,1.0892831905653017e-10,4.1351299690956876e-11,4.9022302119779714e-11,1.4635859234567407e-11
sub-031,O1,9.379471159892267e-10,1.2322654118835384e-10,5.790706859111548e-11,5.587584760164541e-11,1.7260218785080916e-11
sub-031,O2,1.0228702529811474e-09,1.313726403910274e-10,6.723179011011895e-11,5.561892933970716e-11,1.7332316947872994e-11
sub-031,F7,9.530125913741291e-10,1.1162043289379118e-10,4.012283627334693e-11,6.394148881238717e-11,2.7750009315385543e-11
sub-031,F8,1.0670544717643233e-09,1.1694532549361554e-10,4.2873954015636684e-11,6.310655644282758e-11,2.07897510507135e-11
sub-031,T3,9.410206451903376e-10,1.1427286070675499e-10,4.2117471636890556e-11,5.850060577462635e-11,2.341072441579738e-11
sub-031,T4,9.291979081384649e-10,1.102020346705555e-10,3.992211190316395e-11,6.382032137984699e-11,2.549511843625068e-11
sub-031,T5,9.250676582073976e-10,1.2839069900499496e-10,5.887119864047075e-11,5.3906750510427645e-11,1.824590783382286e-11
sub-031,T6,9.625856030468963e-10,1.242042722114641e-10,5.4342425288243816e-11,5.445490775238873e-11,1.7751960491173696e-11
sub-031,Fz,9.331862840246617e-10,1.1252454937246856e-10,4.056825143630014e-11,5.2055714742997595e-11,1.6897272479839224e-11
sub-031,Cz,9.32418712629513e-10,1.0882517596891814e-10,3.815579447108838e-11,5.086536566082986e-11,1.604130482576891e-11
sub-031,Pz,9.198572299536055e-10,1.070368142347023e-10,4.285926265829131e-11,5.0704139712705583e-11,1.604160154625902e-11
sub-032,Fp1,2.1307125048406803e-09,1.0901487054169662e-09,7.728964915129321e-10,1.2566500780022355e-09,3.9954873161302345e-10
sub-032,Fp2,2.059858550214375e-09,1.0919573064960669e-09,7.735294531516833e-10,1.2600484972936294e-09,4.01506411795084e-10
sub-032,F3,1.917107114131349e-09,1.0674155049639094e-09,7.678596573649835e-10,1.2516534951562187e-09,3.966829651811991e-10
sub-032,F4,1.9151884225540912e-09,1.0699418145234003e-09,7.717021746686802e-10,1.2529652420392632e-09,3.9664016188340555e-10
sub-032,C3,1.8948107646773396e-09,1.054722499210965e-09,7.654794914290304e-10,1.2510784905874666e-09,3.9647295524732215e-10
sub-032,C4,1.8988953239934625e-09,1.057685169705961e-09,7.689377727714665e-10,1.2515952127774982e-09,3.962008807764903e-10
sub-032,P3,1.8965009308444534e-09,1.0567332422437736e-09,7.664813826330266e-10,1.2514812316551731e-09,3.966415873618147e-10
sub-032,P4,1.9017823045218357e-09,1.06434264690863e-09,7.711184871038487e-10,1.2536588282235973e-09,3.9674713378517924e-10
sub-032,O1,1.908702005843594e-09,1.0715496574046855e-09,7.720539137851733e-10,1.2554898432907522e-09,3.972681677401169e-10
sub-032,O2,1.9133405813648857e-09,1.0769262012744018e-09,7.797975642390542e-10,1.2592833332049096e-09,3.973476161888724e-10
sub-032,F7,1.9344983027341568e-09,1.0748424811945974e-09,7.705542214940393e-10,1.2556085921177514e-09,3.9787706158758093e-10
sub-032,F8,1.9780761746877107e-09,1.0835138988298282e-09,7.742060101168727e-10,1.2568706231854178e-09,3.98233270865904e-10
sub-032,T3,1.9105409070923923e-09,1.0696628562681597e-09,7.709575575366889e-10,1.2541812694348646e-09,3.9721146208560135e-10
sub-032,T4,1.918830266468398e-09,1.0748095351616857e-09,7.725270877137883e-10,1.2537552006110496e-09,3.9716014570193066e-10
sub-032,T5,1.9059189094100054e-09,1.0668067199150231e-09,7.696515477759877e-10,1.2541531434984663e-09,3.9727621319130997e-10
sub-032,T6,1.915886151713738e-09,1.0822014811280893e-09,7.791473281896674e-10,1.2591584748977929e-09,3.9756957100952203e-10
sub-032,Fz,1.923149251366393e-09,1.0715102112878696e-09,7.710670264341617e-10,1.2516509908422564e-09,3.9634484139767943e-10
sub-032,Cz,1.90039677291482e-09,1.054284384200128e-09,7.66968374660501e-10,1.2497326875882924e-09,3.963577234344174e-10
sub-032,Pz,1.900102613422784e-09,1.0591597061881162e-09,7.67146628372886e-10,1.250788525294792e-09,3.965220984810787e-10
sub-033,Fp1,2.7296414455286205e-10,3.239811465050456e-11,1.476528288377793e-11,3.5644909078460384e-11,1.532401454621172e-11
sub-033,Fp2,2.807978464882082e-10,3.224521332694985e-11,1.4309793260585565e-11,3.9248628063897734e-11,1.4736781252759995e-11
sub-033,F3,2.4235849204109745e-10,2.979630428430903e-11,1.2301164714314757e-11,2.6895701083505284e-11,1.0861860547231564e-11
sub-033,F4,2.4181157099022084e-10,2.955972087329333e-11,1.1329583277109327e-11,2.920825323196446e-11,9.954187863962507e-12
sub-033,C3,2.335098244969634e-10,2.646828082371336e-11,1.0207769705428982e-11,1.3291738228104982e-11,2.749647852587543e-12
sub-033,C4,2.352409170806023e-10,2.6474817064430644e-11,1.0428518596095051e-11,1.3492008162440372e-11,2.777515034668346e-12
sub-033,P3,2.352959180891617e-10,2.7506553778626718e-11,1.3337327201011631e-11,1.5857136713008425e-11,3.9485817623383394e-12
sub-033,P4,2.384010247679998e-10,2.857003882241151e-11,1.4064170347798985e-11,1.6164645393164188e-11,4.31125970774533e-12
sub-033,O1,2.403300987734119e-10,3.09066382562009e-11,1.813757573007138e-11,2.0620104507199154e-11,5.4326461947242535e-12
sub-033,O2,2.4185674307503905e-10,3.018811512549519e-11,1.3924950832530639e-11,1.6952053474305392e-11,5.729984556100578e-12
sub-033,F7,2.571044074687758e-10,3.905458409580606e-11,2.369741594335522e-11,2.389712393402753e-11,6.774777350409167e-12
sub-033,F8,2.550307790159163e-10,3.200601263226346e-11,1.595140964212163e-11,3.033085766570137e-11,8.53766201255093e-12
sub-033,T3,2.430330972274624e-10,3.603325014873608e-11,2.7461971558027123e-11,2.4646533733449742e-11,8.497579415797633e-12
sub-033,T4,2.4361892901856936e-10,3.57795626352845e-11,2.2462921718343514e-11,2.2984310156899507e-11,7.520559439814378e-12
sub-033,T5,2.394969538580773e-10,3.202847961004502e-11,2.1963192367848865e-11,2.1111098377565973e-11,5.738392385632724e-12
sub-033,T6,2.4012579552926465e-10,3.1360887118545693e-11,1.785343215948544e-11,1.964227240849913e-11,6.738134152365789e-12
sub-033,Fz,2.4200691042341816e-10,3.2944258853568146e-11,1.1842835257189488e-11,2.333806345402506e-11,9.025508451902706e-12
sub-033,Cz,2.3662317467788805e-10,2.8331217890139948e-11,9.482728863441429e-12,1.430364052112137e-11,3.242696251459647e-12
sub-033,Pz,2.3667518733019887e-10,2.7266401930626353e-11,1.00568098977332e-11,1.2297304180817113e-11,3.3980276033491663e-12
